"","lat","lon","time_utc","value","name","variable","threshold","tmz_offset","time_lst"
"82",4.375,36.875,1970-01-01 00:00:00,0.768026292324066,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"83",4.375,37.125,1970-01-01 00:00:00,0.798750460147858,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"84",4.375,37.375,1970-01-01 00:00:00,0.824647188186646,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"85",4.375,37.625,1970-01-01 00:00:00,0.82220470905304,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"86",4.375,37.875,1970-01-01 00:00:00,0.730637013912201,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"87",4.375,38.125,1970-01-01 00:00:00,0.770733058452606,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"88",4.375,38.375,1970-01-01 00:00:00,0.879907429218292,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"89",4.375,38.625,1970-01-01 00:00:00,0.973765671253204,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"90",4.375,38.875,1970-01-01 00:00:00,0.969084858894348,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"91",4.375,39.125,1970-01-01 00:00:00,0.995755016803741,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"92",4.375,39.375,1970-01-01 00:00:00,1.0630099773407,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"93",4.375,39.625,1970-01-01 00:00:00,0.966604053974152,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"94",4.375,39.875,1970-01-01 00:00:00,0.86166924238205,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"95",4.375,40.125,1970-01-01 00:00:00,0.868997693061829,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"96",4.375,40.375,1970-01-01 00:00:00,0.857466518878937,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"97",4.375,40.625,1970-01-01 00:00:00,0.829195320606232,"imerg","intensity","0.1",3,1970-01-01 03:00:00
